MUN_URI,DBPEDIA_LINK
"http://opendata.aragon.es/recurso/territorio/Municipio/Puertomingalvo","http://es.dbpedia.org/resource/Puertomingalvo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Riodeva","http://es.dbpedia.org/resource/Riodeva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rillo","http://es.dbpedia.org/resource/Rillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ródenas","http://es.dbpedia.org/resource/Ródenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Royuela","http://es.dbpedia.org/resource/Royuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rubiales","http://es.dbpedia.org/resource/Rubiales"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salcedillo","http://es.dbpedia.org/resource/Salcedillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Saldón","http://es.dbpedia.org/resource/Saldón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sarrión","http://es.dbpedia.org/resource/Sarrión"
"http://opendata.aragon.es/recurso/territorio/Municipio/Seno","http://es.dbpedia.org/resource/Seno"
"http://opendata.aragon.es/recurso/territorio/Municipio/Singra","http://es.dbpedia.org/resource/Singra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Terriente","http://es.dbpedia.org/resource/Terriente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Teruel","http://es.dbpedia.org/resource/Teruel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tormón","http://es.dbpedia.org/resource/Tormón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tornos","http://es.dbpedia.org/resource/Tornos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrelacárcel","http://es.dbpedia.org/resource/Torrelacárcel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrevelilla","http://es.dbpedia.org/resource/Torrevelilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrijas","http://es.dbpedia.org/resource/Torrijas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tramacastiel","http://es.dbpedia.org/resource/Tramacastiel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tronchón","http://es.dbpedia.org/resource/Tronchón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tramacastilla","http://es.dbpedia.org/resource/Tramacastilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Utrillas","http://es.dbpedia.org/resource/Utrillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valacloche","http://es.dbpedia.org/resource/Valacloche"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valbona","http://es.dbpedia.org/resource/Valbona"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdealgorfa","http://es.dbpedia.org/resource/Valdealgorfa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdecuenca","http://es.dbpedia.org/resource/Valdecuenca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdeltormo","http://es.dbpedia.org/resource/Valdeltormo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdelinares","http://es.dbpedia.org/resource/Valdelinares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valjunquera","http://es.dbpedia.org/resource/Valjunquera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valderrobres","http://es.dbpedia.org/resource/Valderrobres"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarluengo","http://es.dbpedia.org/resource/Villarluengo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarquemado","http://es.dbpedia.org/resource/Villarquemado"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villel","http://es.dbpedia.org/resource/Villel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vinaceite","http://es.dbpedia.org/resource/Vinaceite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Visiedo","http://es.dbpedia.org/resource/Visiedo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villastar","http://es.dbpedia.org/resource/Villastar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Acered","http://es.dbpedia.org/resource/Acered"
"http://opendata.aragon.es/recurso/territorio/Municipio/Agón","http://es.dbpedia.org/resource/Agón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguilón","http://es.dbpedia.org/resource/Aguilón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguarón","http://es.dbpedia.org/resource/Aguarón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aladrén","http://es.dbpedia.org/resource/Aladrén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ainzón","http://es.dbpedia.org/resource/Ainzón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alarba","http://es.dbpedia.org/resource/Alarba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alagón","http://es.dbpedia.org/resource/Alagón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albeta","http://es.dbpedia.org/resource/Albeta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alborge","http://es.dbpedia.org/resource/Alborge"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alfajarín","http://es.dbpedia.org/resource/Alfajarín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alfamén","http://es.dbpedia.org/resource/Alfamén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almochuel","http://es.dbpedia.org/resource/Almochuel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alforque","http://es.dbpedia.org/resource/Alforque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ambel","http://es.dbpedia.org/resource/Ambel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alpartir","http://es.dbpedia.org/resource/Alpartir"
"http://opendata.aragon.es/recurso/territorio/Municipio/Anento","http://es.dbpedia.org/resource/Anento"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aniñón","http://es.dbpedia.org/resource/Aniñón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Arándiga","http://es.dbpedia.org/resource/Arándiga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ardisa","http://es.dbpedia.org/resource/Ardisa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ariza","http://es.dbpedia.org/resource/Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Asín","http://es.dbpedia.org/resource/Asín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Artieda","http://es.dbpedia.org/resource/Artieda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Atea","http://es.dbpedia.org/resource/Atea"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ateca","http://es.dbpedia.org/resource/Ateca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Badules","http://es.dbpedia.org/resource/Badules"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bagüés","http://es.dbpedia.org/resource/Bagüés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Azuara","http://es.dbpedia.org/resource/Azuara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Balconchán","http://es.dbpedia.org/resource/Balconchán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bárboles","http://es.dbpedia.org/resource/Bárboles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bardallur","http://es.dbpedia.org/resource/Bardallur"
"http://opendata.aragon.es/recurso/territorio/Municipio/Belchite","http://es.dbpedia.org/resource/Belchite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Berdejo","http://es.dbpedia.org/resource/Berdejo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Berrueco","http://es.dbpedia.org/resource/Berrueco"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bijuesca","http://es.dbpedia.org/resource/Bijuesca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Biota","http://es.dbpedia.org/resource/Biota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bisimbre","http://es.dbpedia.org/resource/Bisimbre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Boquiñeni","http://es.dbpedia.org/resource/Boquiñeni"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bordalba","http://es.dbpedia.org/resource/Bordalba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Borja","http://es.dbpedia.org/resource/Borja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Botorrita","http://es.dbpedia.org/resource/Botorrita"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bubierca","http://es.dbpedia.org/resource/Bubierca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bujaraloz","http://es.dbpedia.org/resource/Bujaraloz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bulbuente","http://es.dbpedia.org/resource/Bulbuente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bureta","http://es.dbpedia.org/resource/Bureta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cadrete","http://es.dbpedia.org/resource/Cadrete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabolafuente","http://es.dbpedia.org/resource/Cabolafuente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatayud","http://es.dbpedia.org/resource/Calatayud"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calcena","http://es.dbpedia.org/resource/Calcena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatorao","http://es.dbpedia.org/resource/Calatorao"
"http://opendata.aragon.es/recurso/territorio/Municipio/Caspe","http://es.dbpedia.org/resource/Caspe"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castiliscar","http://es.dbpedia.org/resource/Castiliscar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Carenas","http://es.dbpedia.org/resource/Carenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cariñena","http://es.dbpedia.org/resource/Cariñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calmarza","http://es.dbpedia.org/resource/Calmarza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cerveruela","http://es.dbpedia.org/resource/Cerveruela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cetina","http://es.dbpedia.org/resource/Cetina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cimballa","http://es.dbpedia.org/resource/Cimballa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Codo","http://es.dbpedia.org/resource/Codo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Codos","http://es.dbpedia.org/resource/Codos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Contamina","http://es.dbpedia.org/resource/Contamina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cosuenda","http://es.dbpedia.org/resource/Cosuenda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cubel","http://es.dbpedia.org/resource/Cubel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Chodes","http://es.dbpedia.org/resource/Chodes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Daroca","http://es.dbpedia.org/resource/Daroca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Chiprana","http://es.dbpedia.org/resource/Chiprana"
"http://opendata.aragon.es/recurso/territorio/Municipio/Encinacorba","http://es.dbpedia.org/resource/Encinacorba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Erla","http://es.dbpedia.org/resource/Erla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Escatrón","http://es.dbpedia.org/resource/Escatrón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fabara","http://es.dbpedia.org/resource/Fabara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Farlete","http://es.dbpedia.org/resource/Farlete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Épila","http://es.dbpedia.org/resource/Épila"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fayón","http://es.dbpedia.org/resource/Fayón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Figueruelas","http://es.dbpedia.org/resource/Figueruelas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fombuena","http://es.dbpedia.org/resource/Fombuena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fréscano","http://es.dbpedia.org/resource/Fréscano"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendejalón","http://es.dbpedia.org/resource/Fuendejalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendetodos","http://es.dbpedia.org/resource/Fuendetodos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallocanta","http://es.dbpedia.org/resource/Gallocanta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Godojos","http://es.dbpedia.org/resource/Godojos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gelsa","http://es.dbpedia.org/resource/Gelsa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gotor","http://es.dbpedia.org/resource/Gotor"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisel","http://es.dbpedia.org/resource/Grisel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisén","http://es.dbpedia.org/resource/Grisén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallur","http://es.dbpedia.org/resource/Gallur"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ibdes","http://es.dbpedia.org/resource/Ibdes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Illueca","http://es.dbpedia.org/resource/Illueca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Isuerre","http://es.dbpedia.org/resource/Isuerre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaulín","http://es.dbpedia.org/resource/Jaulín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaraba","http://es.dbpedia.org/resource/Jaraba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lagata","http://es.dbpedia.org/resource/Lagata"
"http://opendata.aragon.es/recurso/territorio/Municipio/Layana","http://es.dbpedia.org/resource/Layana"
"http://opendata.aragon.es/recurso/territorio/Municipio/Leciñena","http://es.dbpedia.org/resource/Leciñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lechón","http://es.dbpedia.org/resource/Lechón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lituénigo","http://es.dbpedia.org/resource/Lituénigo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Letux","http://es.dbpedia.org/resource/Letux"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lécera","http://es.dbpedia.org/resource/Lécera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Longás","http://es.dbpedia.org/resource/Longás"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luesma","http://es.dbpedia.org/resource/Luesma"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luesia","http://es.dbpedia.org/resource/Luesia"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lumpiaque","http://es.dbpedia.org/resource/Lumpiaque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Longares","http://es.dbpedia.org/resource/Longares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luna","http://es.dbpedia.org/resource/Luna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Litago","http://es.dbpedia.org/resource/Litago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maella","http://es.dbpedia.org/resource/Maella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luceni","http://es.dbpedia.org/resource/Luceni"
"http://opendata.aragon.es/recurso/territorio/Municipio/Magallón","http://es.dbpedia.org/resource/Magallón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mainar","http://es.dbpedia.org/resource/Mainar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maleján","http://es.dbpedia.org/resource/Maleján"
"http://opendata.aragon.es/recurso/territorio/Municipio/Malanquilla","http://es.dbpedia.org/resource/Malanquilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Malón","http://es.dbpedia.org/resource/Malón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maluenda","http://es.dbpedia.org/resource/Maluenda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mallén","http://es.dbpedia.org/resource/Mallén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Manchones","http://es.dbpedia.org/resource/Manchones"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mara","http://es.dbpedia.org/resource/Mara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mezalocha","http://es.dbpedia.org/resource/Mezalocha"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mequinenza","http://es.dbpedia.org/resource/Mequinenza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mianos","http://es.dbpedia.org/resource/Mianos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monegrillo","http://es.dbpedia.org/resource/Monegrillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moneva","http://es.dbpedia.org/resource/Moneva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Montón","http://es.dbpedia.org/resource/Montón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Morés","http://es.dbpedia.org/resource/Morés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mozota","http://es.dbpedia.org/resource/Mozota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moyuela","http://es.dbpedia.org/resource/Moyuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Muel","http://es.dbpedia.org/resource/Muel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moros","http://es.dbpedia.org/resource/Moros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Murero","http://es.dbpedia.org/resource/Murero"
"http://opendata.aragon.es/recurso/territorio/Municipio/Munébrega","http://es.dbpedia.org/resource/Munébrega"
"http://opendata.aragon.es/recurso/territorio/Municipio/Navardún","http://es.dbpedia.org/resource/Navardún"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nigüella","http://es.dbpedia.org/resource/Nigüella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nombrevilla","http://es.dbpedia.org/resource/Nombrevilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nonaspe","http://es.dbpedia.org/resource/Nonaspe"
"http://opendata.aragon.es/recurso/territorio/Municipio/Novillas","http://es.dbpedia.org/resource/Novillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Novallas","http://es.dbpedia.org/resource/Novallas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nuévalos","http://es.dbpedia.org/resource/Nuévalos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Olvés","http://es.dbpedia.org/resource/Olvés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orcajo","http://es.dbpedia.org/resource/Orcajo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orera","http://es.dbpedia.org/resource/Orera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orés","http://es.dbpedia.org/resource/Orés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Oseja","http://es.dbpedia.org/resource/Oseja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Paniza","http://es.dbpedia.org/resource/Paniza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pastriz","http://es.dbpedia.org/resource/Pastriz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pedrola","http://es.dbpedia.org/resource/Pedrola"
"http://opendata.aragon.es/recurso/territorio/Municipio/Piedratajada","http://es.dbpedia.org/resource/Piedratajada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Perdiguera","http://es.dbpedia.org/resource/Perdiguera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pinseque","http://es.dbpedia.org/resource/Pinseque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Plenas","http://es.dbpedia.org/resource/Plenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pleitas","http://es.dbpedia.org/resource/Pleitas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pomer","http://es.dbpedia.org/resource/Pomer"
"http://opendata.aragon.es/recurso/territorio/Municipio/Purujosa","http://es.dbpedia.org/resource/Purujosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Quinto","http://es.dbpedia.org/resource/Quinto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puendeluna","http://es.dbpedia.org/resource/Puendeluna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Remolinos","http://es.dbpedia.org/resource/Remolinos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Retascón","http://es.dbpedia.org/resource/Retascón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ricla","http://es.dbpedia.org/resource/Ricla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Romanos","http://es.dbpedia.org/resource/Romanos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ruesca","http://es.dbpedia.org/resource/Ruesca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santed","http://es.dbpedia.org/resource/Santed"
"http://opendata.aragon.es/recurso/territorio/Municipio/Saviñán","http://es.dbpedia.org/resource/Saviñán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sádaba","http://es.dbpedia.org/resource/Sádaba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sediles","http://es.dbpedia.org/resource/Sediles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sástago","http://es.dbpedia.org/resource/Sástago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sestrica","http://es.dbpedia.org/resource/Sestrica"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sisamón","http://es.dbpedia.org/resource/Sisamón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sobradiel","http://es.dbpedia.org/resource/Sobradiel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sigüés","http://es.dbpedia.org/resource/Sigüés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tabuenca","http://es.dbpedia.org/resource/Tabuenca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tarazona","http://es.dbpedia.org/resource/Tarazona"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tauste","http://es.dbpedia.org/resource/Tauste"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tierga","http://es.dbpedia.org/resource/Tierga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Terrer","http://es.dbpedia.org/resource/Terrer"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tobed","http://es.dbpedia.org/resource/Tobed"
"http://opendata.aragon.es/recurso/territorio/Municipio/Talamantes","http://es.dbpedia.org/resource/Talamantes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralbilla","http://es.dbpedia.org/resource/Torralbilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrehermosa","http://es.dbpedia.org/resource/Torrehermosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrelapaja","http://es.dbpedia.org/resource/Torrelapaja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrellas","http://es.dbpedia.org/resource/Torrellas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tosos","http://es.dbpedia.org/resource/Tosos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Trasmoz","http://es.dbpedia.org/resource/Trasmoz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Uncastillo","http://es.dbpedia.org/resource/Uncastillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Used","http://es.dbpedia.org/resource/Used"
"http://opendata.aragon.es/recurso/territorio/Municipio/Urriés","http://es.dbpedia.org/resource/Urriés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Utebo","http://es.dbpedia.org/resource/Utebo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Trasobares","http://es.dbpedia.org/resource/Trasobares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdehorna","http://es.dbpedia.org/resource/Valdehorna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valmadrid","http://es.dbpedia.org/resource/Valmadrid"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valpalmas","http://es.dbpedia.org/resource/Valpalmas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valtorres","http://es.dbpedia.org/resource/Valtorres"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vierlas","http://es.dbpedia.org/resource/Vierlas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villadoz","http://es.dbpedia.org/resource/Villadoz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villafeliche","http://es.dbpedia.org/resource/Villafeliche"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vistabella","http://es.dbpedia.org/resource/Vistabella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villalengua","http://es.dbpedia.org/resource/Villalengua"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zaragoza","http://es.dbpedia.org/resource/Zaragoza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Marracos","http://es.dbpedia.org/resource/Marracos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Biel","http://es.dbpedia.org/resource/Biel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zuera","http://es.dbpedia.org/resource/Zuera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alberite_de_San_Juan","http://es.dbpedia.org/resource/Alberite_de_San_Juan"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_Ebro","http://es.dbpedia.org/resource/Alcalá_de_Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_Moncayo","http://es.dbpedia.org/resource/Alcalá_de_Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alconchel_de_Ariza","http://es.dbpedia.org/resource/Alconchel_de_Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguilar_del_Alfambra","http://es.dbpedia.org/resource/Aguilar_del_Alfambra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albalate_del_Arzobispo","http://es.dbpedia.org/resource/Albalate_del_Arzobispo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aldehuela_de_Liestos","http://es.dbpedia.org/resource/Aldehuela_de_Liestos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alhama_de_Aragón","http://es.dbpedia.org/resource/Alhama_de_Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_la_Selva","http://es.dbpedia.org/resource/Alcalá_de_la_Selva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almolda_(La)","http://es.dbpedia.org/resource/La_Almolda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almonacid_de_la_Sierra","http://es.dbpedia.org/resource/Almonacid_de_la_Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almonacid_de_la_Cuba","http://es.dbpedia.org/resource/Almonacid_de_la_Cuba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albalate_de_Cinca","http://es.dbpedia.org/resource/Albalate_de_Cinca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almunia_de_Doña_Godina_(La)","http://es.dbpedia.org/resource/La_Almunia_de_Doña_Godina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Añón_de_Moncayo","http://es.dbpedia.org/resource/Añón_de_Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albero_Alto","http://es.dbpedia.org/resource/Albero_Alto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albero_Bajo","http://es.dbpedia.org/resource/Albero_Bajo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alberuela_de_Tubo","http://es.dbpedia.org/resource/Alberuela_de_Tubo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_Gurrea","http://es.dbpedia.org/resource/Alcalá_de_Gurrea"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_del_Obispo","http://es.dbpedia.org/resource/Alcalá_del_Obispo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Arcos_de_las_Salinas","http://es.dbpedia.org/resource/Arcos_de_las_Salinas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcolea_de_Cinca","http://es.dbpedia.org/resource/Alcolea_de_Cinca"
