MUN_URI,MUN_NOMBRE
"http://opendata.aragon.es/recurso/territorio/Municipio/Mirambel","Mirambel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monforte_de_Moyuela","Monforte de Moyuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monroyo","Monroyo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monteagudo_del_Castillo","Monteagudo del Castillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moscardón","Moscardón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monreal_del_Campo","Monreal del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mosqueruela","Mosqueruela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monterde_de_Albarracín","Monterde de Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Montalbán","Montalbán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mora_de_Rubielos","Mora de Rubielos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Noguera_de_Albarracín","Noguera de Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Muniesa","Muniesa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nogueras","Nogueras"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nogueruelas","Nogueruelas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Obón","Obón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ojos_Negros","Ojos Negros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Odón","Odón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Olmos_(Los)","Los Olmos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Olba","Olba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orihuela_del_Tremedal","Orihuela del Tremedal"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orrios","Orrios"
"http://opendata.aragon.es/recurso/territorio/Municipio/Oliete","Oliete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peñarroya_de_Tastavins","Peñarroya de Tastavins"
"http://opendata.aragon.es/recurso/territorio/Municipio/Parras_de_Castellote_(Las)","Las Parras de Castellote"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pancrudo","Pancrudo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peracense","Peracense"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peralejos","Peralejos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Palomar_de_Arroyos","Palomar de Arroyos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Plou","Plou"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pobo_(El)","El Pobo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pitarque","Pitarque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pozondón","Pozondón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Perales_del_Alfambra","Perales del Alfambra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puebla_de_Híjar_(La)","La Puebla de Híjar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pozuel_del_Campo","Pozuel del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Portellada_(La)","La Portellada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ráfales","Ráfales"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puertomingalvo","Puertomingalvo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puebla_de_Valverde_(La)","La Puebla de Valverde"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ródenas","Ródenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Royuela","Royuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Riodeva","Riodeva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rubielos_de_la_Cérida","Rubielos de la Cérida"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rubielos_de_Mora","Rubielos de Mora"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rillo","Rillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Saldón","Saldón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salcedillo","Salcedillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Agustín","San Agustín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rubiales","Rubiales"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Martín_del_Río","San Martín del Río"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Eulalia","Santa Eulalia"
"http://opendata.aragon.es/recurso/territorio/Municipio/Samper_de_Calanda","Samper de Calanda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Segura_de_los_Baños","Segura de los Baños"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sarrión","Sarrión"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Cruz_de_Nogueras","Santa Cruz de Nogueras"
"http://opendata.aragon.es/recurso/territorio/Municipio/Terriente","Terriente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Teruel","Teruel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Singra","Singra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Seno","Seno"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tornos","Tornos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralba_de_los_Sisones","Torralba de los Sisones"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrecilla_de_Alcañiz","Torrecilla de Alcañiz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrecilla_del_Rebollar","Torrecilla del Rebollar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tormón","Tormón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Toril_y_Masegoso","Toril y Masegoso"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torre_del_Compte","Torre del Compte"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torre_de_las_Arcas","Torre de las Arcas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torre_de_Arcas","Torre de Arcas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torremocha_de_Jiloca","Torremocha de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torre_los_Negros","Torre los Negros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrelacárcel","Torrelacárcel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrevelilla","Torrevelilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torres_de_Albarracín","Torres de Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrijas","Torrijas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrijo_del_Campo","Torrijo del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tramacastiel","Tramacastiel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Urrea_de_Gaén","Urrea de Gaén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tramacastilla","Tramacastilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valacloche","Valacloche"
"http://opendata.aragon.es/recurso/territorio/Municipio/Utrillas","Utrillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tronchón","Tronchón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdecuenca","Valdecuenca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdelinares","Valdelinares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdealgorfa","Valdealgorfa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valbona","Valbona"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valjunquera","Valjunquera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valderrobres","Valderrobres"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdeltormo","Valdeltormo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Veguillas_de_la_Sierra","Veguillas de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vallecillo_(El)","El Vallecillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanueva_del_Rebollar_de_la_Sierra","Villanueva del Rebollar de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villahermosa_del_Campo","Villahermosa del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villafranca_del_Campo","Villafranca del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarluengo","Villarluengo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarquemado","Villarquemado"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villar_del_Salz","Villar del Salz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villastar","Villastar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villar_del_Cobo","Villar del Cobo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villel","Villel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Visiedo","Visiedo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarroya_de_los_Pinares","Villarroya de los Pinares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zoma_(La)","La Zoma"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vivel_del_Río_Martín","Vivel del Río Martín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Acered","Acered"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vinaceite","Vinaceite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguarón","Aguarón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Agón","Agón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Abanto","Abanto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aladrén","Aladrén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alagón","Alagón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ainzón","Ainzón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguilón","Aguilón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albeta","Albeta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alberite_de_San_Juan","Alberite de San Juan"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alarba","Alarba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_Moncayo","Alcalá de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_Ebro","Alcalá de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alborge","Alborge"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alfajarín","Alfajarín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aldehuela_de_Liestos","Aldehuela de Liestos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alforque","Alforque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alconchel_de_Ariza","Alconchel de Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almochuel","Almochuel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almolda_(La)","La Almolda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alhama_de_Aragón","Alhama de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alfamén","Alfamén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almunia_de_Doña_Godina_(La)","La Almunia de Doña Godina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almonacid_de_la_Sierra","Almonacid de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almonacid_de_la_Cuba","Almonacid de la Cuba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Anento","Anento"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ambel","Ambel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alpartir","Alpartir"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aranda_de_Moncayo","Aranda de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Añón_de_Moncayo","Añón de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aniñón","Aniñón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ariza","Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ardisa","Ardisa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Arándiga","Arándiga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Atea","Atea"
"http://opendata.aragon.es/recurso/territorio/Municipio/Asín","Asín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Artieda","Artieda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Badules","Badules"
"http://opendata.aragon.es/recurso/territorio/Municipio/Azuara","Azuara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ateca","Ateca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bárboles","Bárboles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Balconchán","Balconchán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bagüés","Bagüés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Berdejo","Berdejo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Belmonte_de_Gracián","Belmonte de Gracián"
"http://opendata.aragon.es/recurso/territorio/Municipio/Belchite","Belchite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bardallur","Bardallur"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bijuesca","Bijuesca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Berrueco","Berrueco"
"http://opendata.aragon.es/recurso/territorio/Municipio/Boquiñeni","Boquiñeni"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bisimbre","Bisimbre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Biota","Biota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Botorrita","Botorrita"
"http://opendata.aragon.es/recurso/territorio/Municipio/Borja","Borja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bordalba","Bordalba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bujaraloz","Bujaraloz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bubierca","Bubierca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Brea_de_Aragón","Brea de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Burgo_de_Ebro_(El)","El Burgo de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bureta","Bureta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bulbuente","Bulbuente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabolafuente","Cabolafuente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabañas_de_Ebro","Cabañas de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Buste_(El)","El Buste"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatorao","Calatorao"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calatayud","Calatayud"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cadrete","Cadrete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Campillo_de_Aragón","Campillo de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calmarza","Calmarza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calcena","Calcena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Caspe","Caspe"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Alarba","Castejón de Alarba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cariñena","Cariñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Carenas","Carenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cervera_de_la_Cañada","Cervera de la Cañada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cerveruela","Cerveruela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castiliscar","Castiliscar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Valdejasa","Castejón de Valdejasa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_las_Armas","Castejón de las Armas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cinco_Olivas","Cinco Olivas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cimballa","Cimballa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cetina","Cetina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Codos","Codos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Codo","Codo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Clarés_de_Ribota","Clarés de Ribota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuarte_de_Huerva","Cuarte de Huerva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cosuenda","Cosuenda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Contamina","Contamina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Chiprana","Chiprana"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuerlas_(Las)","Las Cuerlas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cubel","Cubel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Embid_de_Ariza","Embid de Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ejea_de_los_Caballeros","Ejea de los Caballeros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Daroca","Daroca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Chodes","Chodes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Erla","Erla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Épila","Épila"
"http://opendata.aragon.es/recurso/territorio/Municipio/Encinacorba","Encinacorba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Farlete","Farlete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fabara","Fabara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Figueruelas","Figueruelas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Escatrón","Escatrón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fombuena","Fombuena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fayos_(Los)","Los Fayos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fayón","Fayón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendejalón","Fuendejalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fréscano","Fréscano"
"http://opendata.aragon.es/recurso/territorio/Municipio/Frasno_(El)","El Frasno"
"http://opendata.aragon.es/recurso/territorio/Municipio/Frago_(El)","El Frago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Jiloca","Fuentes de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Ebro","Fuentes de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuendetodos","Fuendetodos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Godojos","Godojos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gelsa","Gelsa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallur","Gallur"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gallocanta","Gallocanta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisén","Grisén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grisel","Grisel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gotor","Gotor"
"http://opendata.aragon.es/recurso/territorio/Municipio/Isuerre","Isuerre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Illueca","Illueca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ibdes","Ibdes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Herrera_de_los_Navarros","Herrera de los Navarros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Joyosa_(La)","La Joyosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaulín","Jaulín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jarque","Jarque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaraba","Jaraba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Layana","Layana"
"http://opendata.aragon.es/recurso/territorio/Municipio/Langa_del_Castillo","Langa del Castillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lagata","Lagata"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lechón","Lechón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Litago","Litago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Leciñena","Leciñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lécera","Lécera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Longares","Longares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lobera_de_Onsella","Lobera de Onsella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lituénigo","Lituénigo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Letux","Letux"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luesia","Luesia"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luceni","Luceni"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lucena_de_Jalón","Lucena de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Longás","Longás"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maella","Maella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luna","Luna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lumpiaque","Lumpiaque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Luesma","Luesma"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maleján","Maleján"
"http://opendata.aragon.es/recurso/territorio/Municipio/Malanquilla","Malanquilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maluenda","Maluenda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mainar","Mainar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Magallón","Magallón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mara","Mara"
"http://opendata.aragon.es/recurso/territorio/Municipio/Manchones","Manchones"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mallén","Mallén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Malón","Malón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mequinenza","Mequinenza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mediana_de_Aragón","Mediana de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/María_de_Huerva","María de Huerva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Miedes_de_Aragón","Miedes de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mezalocha","Mezalocha"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mianos","Mianos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mesones_de_Isuela","Mesones de Isuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monterde","Monterde"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monreal_de_Ariza","Monreal de Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moneva","Moneva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monegrillo","Monegrillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Morés","Morés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Morata_de_Jiloca","Morata de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Morata_de_Jalón","Morata de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Montón","Montón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Muel","Muel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mozota","Mozota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moyuela","Moyuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Moros","Moros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Murero","Murero"
"http://opendata.aragon.es/recurso/territorio/Municipio/Murillo_de_Gállego","Murillo de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/Munébrega","Munébrega"
"http://opendata.aragon.es/recurso/territorio/Municipio/Muela_(La)","La Muela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nonaspe","Nonaspe"
"http://opendata.aragon.es/recurso/territorio/Municipio/Novallas","Novallas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nombrevilla","Nombrevilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nigüella","Nigüella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Navardún","Navardún"
"http://opendata.aragon.es/recurso/territorio/Municipio/Olvés","Olvés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orcajo","Orcajo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nuez_de_Ebro","Nuez de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nuévalos","Nuévalos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Novillas","Novillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Osera_de_Ebro","Osera de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Oseja","Oseja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orés","Orés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Orera","Orera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pastriz","Pastriz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Paracuellos_de_la_Ribera","Paracuellos de la Ribera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Paracuellos_de_Jiloca","Paracuellos de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Paniza","Paniza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Piedratajada","Piedratajada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Perdiguera","Perdiguera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pedrosas_(Las)","Las Pedrosas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pedrola","Pedrola"
"http://opendata.aragon.es/recurso/territorio/Municipio/Plasencia_de_Jalón","Plasencia de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pintanos_(Los)","Los Pintanos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pinseque","Pinseque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pina_de_Ebro","Pina de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pozuel_de_Ariza","Pozuel de Ariza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pomer","Pomer"
"http://opendata.aragon.es/recurso/territorio/Municipio/Plenas","Plenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pleitas","Pleitas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puebla_de_Alfindén_(La)","La Puebla de Alfindén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puebla_de_Albortón","Puebla de Albortón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pradilla_de_Ebro","Pradilla de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pozuelo_de_Aragón","Pozuelo de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Retascón","Retascón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Remolinos","Remolinos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Quinto","Quinto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Purujosa","Purujosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puendeluna","Puendeluna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ruesca","Ruesca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Rueda_de_Jalón","Rueda de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Romanos","Romanos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ricla","Ricla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Samper_del_Salz","Samper del Salz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salvatierra_de_Esca","Salvatierra de Esca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salillas_de_Jalón","Salillas de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sádaba","Sádaba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Cruz_de_Moncayo","Santa Cruz de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Cruz_de_Grío","Santa Cruz de Grío"
